time,sn,VOCs_1,VOCs_2
2021-01-13 18:40:05,BD00-02AF,17.0,6553.5
2021-01-13 18:40:05,BD00-02AD,20.6,314.4
2021-01-13 18:40:05,B616-1035,1338.6,1867.8
2021-01-13 18:40:05,F000-F40B,20.3,19.1
2021-01-13 18:40:05,BD00-02B3,256.8,8.1
2021-01-13 18:40:05,C216-100C,907.0,1280.3
2021-01-13 18:40:05,F000-F367,1106.0,11.0
2021-01-13 18:40:05,B616-1021,351.5,1081.2
2021-01-13 18:40:05,B616-101D,878.1,8.1
2021-01-13 18:40:05,BD00-02B2,20.8,6553.5
2021-01-13 18:40:05,BD00-01F2,1504.1,2151.8
2021-01-13 18:40:05,F000-F405,1496.6,1461.3
2021-01-13 18:40:05,BD00-02F9,6553.5,6553.5
2021-01-13 18:40:05,BD00-02AB,21.8,8.6
2021-01-13 18:40:05,B616-103F,1235.9,1491.2
2021-01-13 18:40:05,BD00-02B5,20.1,6553.5
2021-01-13 18:40:05,BD00-02B8,21.8,6553.5
2021-01-13 18:40:05,B616-1048,1707.0,1343.8
2021-01-13 18:40:05,BD00-02A2,14.3,8.7
2021-01-13 18:40:05,B616-106D,845.9,842.7
2021-01-13 18:40:05,B616-1040,36.5,22.1
2021-01-13 18:40:05,C216-1009,1296.2,1124.7
2021-01-13 18:40:05,C216-0021,93.1,6553.5
2021-01-13 18:40:06,BD00-02B4,20.8,6553.5
2021-01-13 18:40:06,B616-1059,1282.8,1733.9
2021-01-13 18:40:06,F000-F406,1253.0,1277.5
2021-01-13 18:40:06,C216-1003,1033.7,1182.3
2021-01-13 18:40:06,B616-100E,6553.5,6553.5
2021-01-13 18:40:06,B616-1054,6.1,1121.2
2021-01-13 18:40:06,BD00-02A5,6553.5,6553.5
2021-01-13 18:40:06,BD00-02A6,18.3,6553.5
2021-01-13 18:40:06,B616-102C,1427.9,1404.5
2021-01-13 18:40:06,F000-F173,1.6,6553.5
2021-01-13 18:40:06,B616-1057,2105.0,1795.1
2021-01-13 18:40:06,B616-1043,721.7,995.6
2021-01-13 18:40:06,BD00-02BA,19.9,422.0
2021-01-13 18:40:06,B616-1045,2066.0,1557.4
2021-01-13 18:40:06,B616-1044,845.0,885.2
2021-01-13 18:40:06,B616-1025,1124.2,1354.8
2021-01-13 18:40:06,B616-1017,302.6,8.1
2021-01-13 18:40:06,B616-1027,1237.7,1260.9
2021-01-13 18:40:06,B616-1012,1388.8,1524.3
2021-01-13 18:40:07,BD00-02A1,425.9,6553.5
2021-01-13 18:40:07,B616-101F,2026.7,2164.4
2021-01-13 18:40:07,BD00-02B7,17.5,6553.5
2021-01-13 18:40:07,B616-1024,1477.3,2350.5
2021-01-13 18:40:07,B616-1053,1446.8,1312.7
2021-01-13 18:40:07,B616-104C,1695.1,1834.1
2021-01-13 18:40:07,BD00-02B6,3.4,6553.5
2021-01-13 18:40:07,BD00-02A3,431.8,6553.5
2021-01-13 18:40:07,B616-1022,1887.5,1145.5
2021-01-13 18:40:07,B616-1029,2261.7,1905.9
2021-01-13 18:40:07,B616-1042,2129.6,2233.9
2021-01-13 18:40:07,B616-106B,466.4,977.5
2021-01-13 18:40:07,B616-102A,1545.7,1224.1
2021-01-13 18:40:07,B616-103C,1440.9,419.7
2021-01-13 18:40:07,BD00-02A9,25.7,6553.5
2021-01-13 18:40:07,BD00-02A2,14.3,8.5
2021-01-13 18:40:07,BD00-02B8,21.5,6553.5
2021-01-13 18:40:07,BD00-01F2,1510.2,2152.0
2021-01-13 18:40:07,BD00-02B3,252.0,8.1
2021-01-13 18:40:07,BD00-02AC,25.3,8.8
2021-01-13 18:40:07,F000-F40A,236.6,21.1
2021-01-13 18:40:08,B616-101E,1067.6,878.1
2021-01-13 18:40:08,F000-F40B,20.4,19.2
2021-01-13 18:40:08,B616-1031,902.1,963.8
2021-01-13 18:40:08,C216-1001,1803.0,1330.3
2021-01-13 18:40:08,B616-1040,37.9,23.0
2021-01-13 18:40:08,BD00-02AD,19.9,314.4
2021-01-13 18:40:08,F000-F367,1131.9,11.0
2021-01-13 18:40:08,BD00-02F9,6553.5,6553.5
2021-01-13 18:40:08,BD00-02AF,17.1,6553.5
2021-01-13 18:40:08,B616-101D,877.3,8.1
2021-01-13 18:40:08,BD00-02B2,20.8,6553.5
2021-01-13 18:40:08,BD00-02B5,20.3,6553.5
2021-01-13 18:40:08,B616-103F,1236.5,1490.9
2021-01-13 18:40:08,F000-F405,1500.7,1468.2
2021-01-13 18:40:08,BD00-02AB,21.6,8.5
2021-01-13 18:40:08,B616-1048,1707.7,1347.5
2021-01-13 18:40:08,B616-106D,830.4,824.6
2021-01-13 18:40:09,BD00-02B4,21.0,6553.5
2021-01-13 18:40:09,B616-1059,1283.0,1733.5
2021-01-13 18:40:09,BD00-02A5,6553.5,6553.5
2021-01-13 18:40:09,B616-1018,1853.5,983.9
2021-01-13 18:40:09,B616-1057,2112.2,1802.3
2021-01-13 18:40:09,F000-F406,1267.9,1288.6
2021-01-13 18:40:09,B616-1053,1443.1,1308.5
2021-01-13 18:40:09,BD00-02AE,42.1,6553.5
2021-01-13 18:40:09,B616-1054,6.1,1125.7
2021-01-13 18:40:09,B616-102C,1426.6,1407.2
2021-01-13 18:40:09,BD00-02A6,18.6,6553.5
2021-01-13 18:40:09,B616-100E,6553.5,6553.5
2021-01-13 18:40:09,BD00-0162,6553.5,6553.5
2021-01-13 18:40:09,B616-1043,726.6,1001.0
2021-01-13 18:40:09,C216-100A,834.3,776.7
2021-01-13 18:40:09,B616-1045,2065.2,1556.6
2021-01-13 18:40:09,B616-1044,841.4,881.7
2021-01-13 18:40:09,BD00-02BA,19.5,422.0
2021-01-13 18:40:09,F000-F173,1.6,6553.5
2021-01-13 18:40:09,B616-1012,1388.9,1524.5
2021-01-13 18:40:09,B616-1030,6553.5,6553.5
2021-01-13 18:40:09,BD00-02B9,6553.5,6553.5
2021-01-13 18:40:10,BD00-02A1,429.1,6553.5
2021-01-13 18:40:10,BD00-02AA,24.5,6553.5
2021-01-13 18:40:10,B616-1039,505.5,831.5
2021-01-13 18:40:10,C216-100B,995.4,1051.9
2021-01-13 18:40:10,BD00-02A7,23.9,6553.5
2021-01-13 18:40:10,B616-101F,2027.5,2161.7
2021-01-13 18:40:10,BD00-02B7,17.3,6553.5
2021-01-13 18:40:10,B616-1024,1477.5,2349.9
2021-01-13 18:40:10,BD00-02A8,18.6,8.4
2021-01-13 18:40:10,BD00-02B6,3.2,6553.5
2021-01-13 18:40:10,BD00-02A3,438.0,6553.5
2021-01-13 18:40:10,B616-1042,2107.5,2213.9
2021-01-13 18:40:10,B616-1022,1888.2,1146.5
2021-01-13 18:40:10,B616-1029,2273.6,1913.3
2021-01-13 18:40:10,B616-106B,475.3,986.2
2021-01-13 18:40:10,B616-104C,1699.2,1838.4
2021-01-13 18:40:10,B616-1047,1581.6,1427.3
2021-01-13 18:40:10,B616-103C,1439.1,419.5
2021-01-13 18:40:10,C216-1006,1678.9,1245.6
2021-01-13 18:40:10,C216-100C,909.6,1282.2
2021-01-13 18:40:10,BD00-02A2,14.3,8.7
2021-01-13 18:40:10,BD00-02B8,21.3,6553.5
2021-01-13 18:40:10,BD00-01F2,1498.1,2139.5
2021-01-13 18:40:10,BD00-02B3,249.4,8.3
2021-01-13 18:40:10,BD00-02AC,25.0,8.7
2021-01-13 18:40:10,F000-F40A,237.2,21.1
2021-01-13 18:40:11,B616-101E,1067.7,879.4
2021-01-13 18:40:11,F000-F40B,20.4,19.1
2021-01-13 18:40:11,BD00-02AD,19.7,314.4
2021-01-13 18:40:11,B616-1031,898.6,960.1
2021-01-13 18:40:11,BD00-02AF,17.2,6553.5
2021-01-13 18:40:11,B616-1035,1350.1,1880.1
2021-01-13 18:40:11,BD00-0162,6553.5,6553.5
2021-01-13 18:40:11,B616-1021,353.8,1091.0
2021-01-13 18:40:11,B616-1040,36.0,21.8
2021-01-13 18:40:11,BD00-02F9,6553.5,6553.5
2021-01-13 18:40:11,B616-101D,876.7,8.1
2021-01-13 18:40:11,BD00-02B2,20.7,6553.5
2021-01-13 18:40:11,F000-F405,1508.8,1468.9
2021-01-13 18:40:11,BD00-02B5,20.2,6553.5
2021-01-13 18:40:11,BD00-02B9,6553.5,6553.5
2021-01-13 18:40:11,B616-1030,6553.5,6553.5
2021-01-13 18:40:11,B616-1048,1779.1,1381.1
2021-01-13 18:40:11,BD00-02AB,21.6,8.0
2021-01-13 18:40:11,C216-1009,1294.4,1125.9
2021-01-13 18:40:11,BD00-02A9,26.1,6553.5
2021-01-13 18:40:11,B616-1039,515.3,852.4
2021-01-13 18:40:11,F000-F367,1147.3,11.0
2021-01-13 18:40:11,B616-103F,1237.9,1491.9
2021-01-13 18:40:11,B616-106D,822.7,816.3
2021-01-13 18:40:11,BD00-02AE,42.1,6553.5
2021-01-13 18:40:11,BD00-02B0,16.9,6553.5
2021-01-13 18:40:12,BD00-02B4,21.0,6553.5
2021-01-13 18:40:12,BD00-02A5,6553.5,6553.5
2021-01-13 18:40:12,B616-1018,1853.4,983.5
2021-01-13 18:40:12,B616-1057,2110.7,1801.2
2021-01-13 18:40:12,B616-1053,1436.3,1301.3
2021-01-13 18:40:12,F000-F406,1274.7,1291.8
2021-01-13 18:40:12,C216-1002,997.7,1142.0
2021-01-13 18:40:12,C216-1003,1036.6,1186.0
2021-01-13 18:40:12,B616-1059,1282.0,1732.0
2021-01-13 18:40:12,BD00-02A6,18.7,6553.5
2021-01-13 18:40:12,B616-102C,1443.0,1418.0
2021-01-13 18:40:12,F000-F173,1.6,6553.5
2021-01-13 18:40:12,B616-100E,6553.5,6553.5
2021-01-13 18:40:12,BD00-02A7,23.9,6553.5
2021-01-13 18:40:12,B616-1054,6.1,1123.3
2021-01-13 18:40:12,BD00-02A8,18.7,8.6
2021-01-13 18:40:12,B616-1043,729.0,1002.1
2021-01-13 18:40:12,B616-1044,839.7,880.5
2021-01-13 18:40:12,BD00-02BA,19.4,422.0
2021-01-13 18:40:12,B616-1045,2061.2,1554.3
2021-01-13 18:40:12,C216-1005,1050.3,957.7
2021-01-13 18:40:12,BD00-02AA,24.8,6553.5
2021-01-13 18:40:13,B616-1012,1381.9,1520.0
2021-01-13 18:40:13,BD00-02A1,427.4,6553.5
2021-01-13 18:40:13,B616-101F,2031.4,2160.3
2021-01-13 18:40:13,BD00-02B7,17.4,6553.5
2021-01-13 18:40:13,BD00-02B0,17.6,6553.5
2021-01-13 18:40:13,B616-1024,1466.3,2335.8
2021-01-13 18:40:13,B616-1025,1141.1,1337.4
2021-01-13 18:40:13,B616-104C,1678.0,1814.2
2021-01-13 18:40:13,BD00-02B6,3.6,6553.5
2021-01-13 18:40:13,BD00-02A3,443.7,6553.5
2021-01-13 18:40:13,B616-1042,2099.9,2213.4
2021-01-13 18:40:13,B616-1022,1888.9,1147.3
2021-01-13 18:40:13,B616-1029,2267.2,1908.9
2021-01-13 18:40:13,B616-106B,486.6,997.0
2021-01-13 18:40:13,B616-103C,1434.7,418.9
2021-01-13 18:40:13,BD00-02A9,26.4,6553.5
2021-01-13 18:40:13,BD00-02A2,14.5,8.5
2021-01-13 18:40:13,BD00-02B1,17.7,6553.5
2021-01-13 18:40:13,B616-1047,1587.2,1433.4
2021-01-13 18:40:13,BD00-02B8,21.3,6553.5
2021-01-13 18:40:13,BD00-01F2,1475.0,2120.1
2021-01-13 18:40:13,B616-1017,302.3,8.1
2021-01-13 18:40:13,B616-1027,1235.7,1257.8
2021-01-13 18:40:13,BD00-02B3,249.4,8.2
2021-01-13 18:40:13,BD00-02AC,24.9,8.7
2021-01-13 18:40:13,F000-F40A,238.3,21.2
2021-01-13 18:40:13,B616-101E,1069.1,880.2
2021-01-13 18:40:14,BD00-02AF,17.4,6553.5
2021-01-13 18:40:14,B616-1031,896.2,957.8
2021-01-13 18:40:14,C216-1001,1804.3,1334.4
2021-01-13 18:40:14,B616-1035,1350.9,1882.8
2021-01-13 18:40:14,B616-1040,35.3,21.3
2021-01-13 18:40:14,BD00-02AD,19.9,314.4
2021-01-13 18:40:14,BD00-0162,6553.5,6553.5
2021-01-13 18:40:14,F000-F367,1155.2,11.0
2021-01-13 18:40:14,BD00-02F9,6553.5,6553.5
2021-01-13 18:40:14,B616-1021,352.2,1089.5
2021-01-13 18:40:14,B616-1030,6553.5,6553.5
2021-01-13 18:40:14,B616-101D,876.3,8.1
2021-01-13 18:40:14,BD00-02B9,6553.5,6553.5
2021-01-13 18:40:14,B616-102A,1542.1,1220.7
2021-01-13 18:40:14,BD00-02B2,21.1,6553.5
2021-01-13 18:40:14,B616-103F,1235.9,1491.7
2021-01-13 18:40:14,F000-F405,1516.1,1471.7
2021-01-13 18:40:14,BD00-02AB,21.8,8.8
2021-01-13 18:40:14,BD00-02B5,20.0,6553.5
2021-01-13 18:40:14,B616-1048,1901.4,1469.3
2021-01-13 18:40:14,B616-1039,522.1,862.5
2021-01-13 18:40:14,B616-106D,821.7,814.7
2021-01-13 18:40:14,BD00-02AE,42.3,6553.5
2021-01-13 18:40:15,BD00-02B4,20.8,6553.5
2021-01-13 18:40:15,BD00-02A5,6553.5,6553.5
2021-01-13 18:40:15,B616-1059,1284.5,1734.9
2021-01-13 18:40:15,B616-1018,1852.2,983.4
2021-01-13 18:40:15,F000-F406,1290.5,1304.1
2021-01-13 18:40:15,B616-1053,1429.1,1293.7
2021-01-13 18:40:15,B616-1057,2101.8,1792.2
2021-01-13 18:40:15,B616-1054,6.1,1119.4
2021-01-13 18:40:15,F000-F173,1.6,6553.5
2021-01-13 18:40:15,B616-102C,1454.0,1423.6
2021-01-13 18:40:15,B616-100E,6553.5,6553.5
2021-01-13 18:40:15,BD00-02A7,23.8,6553.5
2021-01-13 18:40:15,C216-100A,832.1,773.9
2021-01-13 18:40:15,B616-1043,725.9,1002.2
2021-01-13 18:40:15,B616-1045,2056.6,1552.5
2021-01-13 18:40:15,BD00-02A6,18.6,6553.5
2021-01-13 18:40:15,BD00-02A8,18.7,8.7
2021-01-13 18:40:15,B616-1044,839.3,880.0
2021-01-13 18:40:15,B616-1012,1375.0,1514.8
2021-01-13 18:40:15,BD00-02BA,19.6,422.0
2021-01-13 18:40:15,B616-1025,1072.2,1288.5
2021-01-13 18:40:15,B616-1017,302.2,8.1
2021-01-13 18:40:16,BD00-02A1,425.2,6553.5
2021-01-13 18:40:16,BD00-02AA,24.8,6553.5
2021-01-13 18:40:16,BD00-02B3,250.4,7.9
2021-01-13 18:40:16,C216-100B,991.2,1047.8
2021-01-13 18:40:16,B616-101F,2034.5,2159.6
2021-01-13 18:40:16,BD00-02B7,17.4,6553.5
2021-01-13 18:40:16,B616-1024,1462.6,2332.6
2021-01-13 18:40:16,BD00-02B6,3.3,6553.5
2021-01-13 18:40:16,B616-104C,1648.9,1783.8
2021-01-13 18:40:16,B616-106B,497.3,1008.8
2021-01-13 18:40:16,BD00-02A3,446.6,6553.5
2021-01-13 18:40:16,B616-1022,1888.6,1146.8
2021-01-13 18:40:16,B616-1029,2239.6,1888.7
2021-01-13 18:40:16,B616-1042,2082.5,2190.9
2021-01-13 18:40:16,C216-1006,1678.8,1246.2
2021-01-13 18:40:16,B616-1047,1576.8,1425.5
2021-01-13 18:40:16,B616-103C,1425.9,418.2
2021-01-13 18:40:16,C216-100C,910.3,1281.6
2021-01-13 18:40:16,BD00-02A2,14.6,8.6
2021-01-13 18:40:16,BD00-02A9,26.5,6553.5
2021-01-13 18:40:16,BD00-02B1,18.1,6553.5
2021-01-13 18:40:16,BD00-02B8,21.4,6553.5
2021-01-13 18:40:16,B616-102A,1542.0,1225.6
2021-01-13 18:40:16,BD00-01F2,1475.0,2114.7
2021-01-13 18:40:16,BD00-02B0,17.8,6553.5
2021-01-13 18:40:16,BD00-02AC,24.9,8.9
2021-01-13 18:40:16,F000-F40A,238.8,21.2
2021-01-13 18:40:16,B616-101E,1070.8,881.3
2021-01-13 18:40:17,BD00-02AF,17.5,6553.5
2021-01-13 18:40:17,B616-1031,894.4,955.8
2021-01-13 18:40:17,B616-1035,1351.1,1882.9
2021-01-13 18:40:17,B616-1040,35.2,21.2
2021-01-13 18:40:17,BD00-0162,6553.5,6553.5
2021-01-13 18:40:17,F000-F367,1164.2,11.0
2021-01-13 18:40:17,B616-1021,351.4,1083.2
2021-01-13 18:40:17,B616-101D,875.5,8.1
2021-01-13 18:40:17,BD00-02F9,6553.5,6553.5
2021-01-13 18:40:17,BD00-02B2,21.5,6553.5
2021-01-13 18:40:17,F000-F405,1520.9,1475.8
2021-01-13 18:40:17,BD00-02B5,19.9,6553.5
2021-01-13 18:40:17,B616-103F,1234.8,1491.0
2021-01-13 18:40:17,BD00-02B9,6553.5,6553.5
2021-01-13 18:40:17,B616-1048,1915.5,1481.6
2021-01-13 18:40:17,C216-1009,1295.0,1124.3
2021-01-13 18:40:17,B616-1039,506.0,836.8
2021-01-13 18:40:17,BD00-02AE,42.3,6553.5
2021-01-13 18:40:17,F000-F40B,20.3,19.0
2021-01-13 18:40:18,BD00-02B4,20.7,6553.5
2021-01-13 18:40:18,BD00-02A5,6553.5,6553.5
2021-01-13 18:40:18,BD00-02AB,21.6,8.8
2021-01-13 18:40:18,B616-1059,1301.8,1748.7
2021-01-13 18:40:18,B616-1018,1853.9,986.6
2021-01-13 18:40:18,B616-1057,2108.4,1799.2
2021-01-13 18:40:18,B616-1053,1432.0,1298.4
2021-01-13 18:40:18,C216-1002,997.2,1142.8
2021-01-13 18:40:18,C216-1003,1036.2,1185.1
2021-01-13 18:40:18,F000-F406,1305.0,1315.4
2021-01-13 18:40:18,B616-1054,6.1,1123.7
2021-01-13 18:40:18,BD00-02A6,18.7,6553.5
2021-01-13 18:40:18,F000-F173,1.6,6553.5
2021-01-13 18:40:18,B616-100E,6553.5,6553.5
2021-01-13 18:40:18,B616-102C,1446.8,1418.5
2021-01-13 18:40:18,BD00-02A7,23.9,6553.5
2021-01-13 18:40:18,B616-1043,717.9,993.5
2021-01-13 18:40:18,BD00-02A8,18.7,8.5
2021-01-13 18:40:18,B616-1045,2054.2,1551.1
2021-01-13 18:40:18,BD00-02BA,19.9,422.0
2021-01-13 18:40:18,B616-1044,839.1,879.9
2021-01-13 18:40:18,B616-1025,1013.7,1213.4
2021-01-13 18:40:18,B616-1017,301.4,8.1
2021-01-13 18:40:18,B616-1030,6553.5,6553.5
2021-01-13 18:40:18,B616-1012,1372.5,1511.1
2021-01-13 18:40:18,C216-1005,1049.8,955.2
2021-01-13 18:40:18,B616-1027,1239.1,1260.9
2021-01-13 18:40:18,BD00-02AA,25.1,6553.5
2021-01-13 18:40:19,BD00-02A1,423.2,6553.5
2021-01-13 18:40:19,BD00-02B7,17.1,6553.5
2021-01-13 18:40:19,BD00-02B0,17.8,6553.5
2021-01-13 18:40:19,BD00-02B6,2.7,6553.5
2021-01-13 18:40:19,B616-1024,1465.0,2334.7
2021-01-13 18:40:19,B616-104C,1636.0,1772.2
2021-01-13 18:40:19,B616-101F,2036.1,2155.2
2021-01-13 18:40:19,BD00-02A3,449.5,6553.5
2021-01-13 18:40:19,B616-1042,2086.9,2193.1
2021-01-13 18:40:19,B616-1029,2225.8,1874.5
2021-01-13 18:40:19,B616-106B,506.6,1018.2
2021-01-13 18:40:19,B616-1022,1885.6,1143.8
2021-01-13 18:40:19,BD00-02A9,26.9,6553.5
2021-01-13 18:40:19,B616-1047,1527.5,1369.4
2021-01-13 18:40:19,B616-102A,1540.7,1224.2
2021-01-13 18:40:19,B616-103C,1427.6,418.4
2021-01-13 18:40:19,BD00-02B8,21.8,6553.5
2021-01-13 18:40:19,BD00-02A2,14.6,8.6
2021-01-13 18:40:19,BD00-02B1,18.5,6553.5
2021-01-13 18:40:19,BD00-01F2,1488.8,2128.5
2021-01-13 18:40:19,BD00-02B3,252.6,7.8
2021-01-13 18:40:19,BD00-02AC,24.8,8.9
2021-01-13 18:40:19,F000-F40A,238.3,21.2
2021-01-13 18:40:20,B616-101E,1068.7,879.4
2021-01-13 18:40:20,F000-F40B,20.3,19.0
2021-01-13 18:40:20,BD00-02AF,17.6,6553.5
2021-01-13 18:40:20,C216-1001,1803.0,1331.8
2021-01-13 18:40:20,B616-1031,893.9,953.8
2021-01-13 18:40:20,B616-1040,35.2,21.2
2021-01-13 18:40:20,B616-1035,1353.9,1886.6
2021-01-13 18:40:20,BD00-02AD,20.0,314.4
2021-01-13 18:40:20,BD00-0162,6553.5,6553.5
